url,label
https://www.google.com,0
https://www.wikipedia.org,0
https://www.amazon.in,0
https://www.microsoft.com/en-in,0
https://www.github.com/login,0
https://www.stackoverflow.com,0
https://www.icicibank.com,0
https://www.sbi.co.in,0
https://www.apple.com/in,0
https://www.netflix.com/in,0
https://mail.google.com,0
https://www.linkedin.com/feed,0
https://www.flipkart.com,0
https://www.paytm.com,0
https://www.youtube.com,0
https://secure-login-google.com.verify-account.ru/login,1
http://192.168.1.10/login,1
http://bankofamerica.verify-user.info,1
https://secure-update-paypal.com/login,1
http://paypal.com@phishingsite.ru,1
http://verify-account-google.com,1
https://login-facebook.security-check.tk,1
http://secure-bank-update.info/login,1
http://account-update-amazon.co/login,1
https://appleid-verify.com/account,1
http://netflix-login-confirm.xyz,1
http://update-sbi-bank.info,1
https://secure-icici-login.com,1
http://login-paytm-alert.co,1
http://verify-microsoft-account.ru,1
http://secure-paypal-login.com,1
http://paypal-verification-update.net,1
http://login-google-security.com,1
https://www.facebook.com,0
https://github.com/login,0
http://verify-bank-account.co,1
https://charusat.edu.in,0
https://charusat.ac.in,0
https://iitb.ac.in,0
https://iitd.ac.in,0
https://iitm.ac.in,0
https://iitk.ac.in,0
https://iith.ac.in,0
https://iitkgp.ac.in,0
https://iisc.ac.in,0
https://bits-pilani.ac.in,0
https://nit.ac.in,0
https://dtu.ac.in,0
https://vit.ac.in,0
https://srmist.edu.in,0
https://amrita.edu,0
https://manipal.edu,0
https://daiict.ac.in,0
https://iiit.ac.in,0
https://jnu.ac.in,0
https://du.ac.in,0
https://nirmauni.ac.in,0
https://pdpu.ac.in,0
https://ldrp.ac.in,0
https://mit.edu,0
https://stanford.edu,0
https://harvard.edu,0
https://berkeley.edu,0
https://ox.ac.uk,0
https://cam.ac.uk,0
https://yale.edu,0
https://princeton.edu,0
https://caltech.edu,0
https://columbia.edu,0
https://cornell.edu,0
https://nus.edu.sg,0
https://unimelb.edu.au,0
https://portal.charusat.edu.in,0
https://moodle.iitb.ac.in,0
https://academics.vit.ac.in,0
https://library.bits-pilani.ac.in,0
https://login.du.ac.in,0
https://webmail.charusat.edu.in,0
https://erp.charusat.edu.in,0
https://india.gov.in,0
https://mygov.in,0
https://uidai.gov.in,0
https://incometax.gov.in,0
https://pmindia.gov.in,0
https://portal.india.gov.in,0
https://epfindia.gov.in,0
https://services.epfindia.gov.in,0
https://passportindia.gov.in,0
https://rbi.org.in,0
https://irctc.co.in,0
https://login.irctc.co.in,0
https://www.npci.org.in,0
https://sebi.gov.in,0
https://mca.gov.in,0
https://gov.uk,0
https://usa.gov,0
https://australia.gov.au,0
https://service.gov.sg,0
https://canada.ca,0
https://google.com,0
https://microsoft.com,0
https://apple.com,0
https://amazon.com,0
https://accounts.google.com,0
https://login.microsoft.com,0
https://appleid.apple.com,0
https://signin.aws.amazon.com,0
https://accounts.linkedin.com,0
https://login.salesforce.com,0
https://github.com,0
https://gitlab.com,0
https://bitbucket.org,0
https://stackoverflow.com,0
https://stackexchange.com,0
https://npmjs.com,0
https://pypi.org,0
https://hub.docker.com,0
https://kubernetes.io,0
https://developer.mozilla.org,0
https://docs.python.org,0
https://api.github.com,0
https://drive.google.com,0
https://docs.google.com,0
https://onedrive.live.com,0
https://icloud.com,0
